timestamp,voltage,current,power_factor,frequency,active_power,energy
2025-01-02 11:00:00,226.88,3.334,0.833,49.962,629.74,0.62974
2025-01-02 12:00:00,233.15,2.974,0.869,50.023,602.76,0.60276
2025-01-02 13:00:00,231.02,2.71,0.86,49.991,538.64,0.53864
2025-01-02 14:00:00,234.86,2.516,0.843,50.069,498.14,0.49814
2025-01-02 15:00:00,228.14,3.01,0.842,49.991,578.09,0.57809
2025-01-02 16:00:00,232.55,3.366,0.853,50.015,668.06,0.66806
2025-01-02 17:00:00,230.15,4.008,0.884,49.993,815.26,0.81526
2025-01-02 18:00:00,229.2,4.658,0.892,49.943,952.01,0.95201
2025-01-02 19:00:00,226.15,5.981,0.929,49.993,1256.64,1.25664
2025-01-02 20:00:00,229.9,5.691,0.918,50.026,1200.61,1.20061
2025-01-02 21:00:00,230.91,4.691,0.905,50.021,980.16,0.98016
2025-01-02 22:00:00,233.75,3.719,0.878,49.99,763.22,0.76322
2025-01-02 23:00:00,233.48,2.361,0.854,49.949,470.75,0.47075
2025-01-03 00:00:00,231.14,1.771,0.811,50.023,332.13,0.33213
2025-01-03 01:00:00,230.64,1.439,0.814,50.015,270.05,0.27005
2025-01-03 02:00:00,230.05,1.342,0.821,50.03,253.56,0.25356
2025-01-03 03:00:00,235.19,1.261,0.835,49.99,247.67,0.24767
2025-01-03 04:00:00,231.3,1.06,0.839,49.941,205.62,0.20562
2025-01-03 05:00:00,234.88,1.699,0.831,50.019,331.45,0.33145
2025-01-03 06:00:00,232.48,2.583,0.843,50.0,506.34,0.50634
2025-01-03 07:00:00,231.47,3.439,0.846,50.049,673.42,0.67342
2025-01-03 08:00:00,230.07,3.655,0.881,50.001,740.49,0.74049
2025-01-03 09:00:00,231.66,3.861,0.87,49.998,778.37,0.77837
2025-01-03 10:00:00,231.46,2.54,0.88,50.015,517.37,0.51737
2025-01-03 11:00:00,230.43,3.15,0.853,49.979,618.95,0.61895
2025-01-03 12:00:00,232.81,2.471,0.87,49.977,500.32,0.50032
2025-01-03 13:00:00,231.01,2.876,0.863,49.997,573.46,0.57346
2025-01-03 14:00:00,229.88,2.895,0.844,49.968,561.92,0.56192
2025-01-03 15:00:00,232.34,2.883,0.858,49.992,574.79,0.57479
2025-01-03 16:00:00,230.79,3.311,0.873,50.068,666.83,0.66683
2025-01-03 17:00:00,231.11,4.141,0.88,50.036,841.79,0.84179
2025-01-03 18:00:00,228.83,4.786,0.905,50.011,990.88,0.99088
2025-01-03 19:00:00,226.82,5.547,0.921,50.054,1158.47,1.15847
2025-01-03 20:00:00,231.51,6.082,0.934,49.971,1314.94,1.31494
2025-01-03 21:00:00,232.65,4.512,0.891,50.087,934.98,0.93498
2025-01-03 22:00:00,232.79,3.002,0.846,49.984,591.04,0.59104
2025-01-03 23:00:00,231.24,2.068,0.838,50.07,400.82,0.40082
2025-01-04 00:00:00,231.76,1.596,0.832,50.07,307.69,0.30769
2025-01-04 01:00:00,234.75,1.674,0.812,49.939,319.11,0.31911
2025-01-04 02:00:00,231.78,1.455,0.829,50.051,279.6,0.2796
2025-01-04 03:00:00,231.27,1.465,0.826,49.99,279.95,0.27995
2025-01-04 04:00:00,235.85,1.363,0.812,49.98,261.13,0.26113
2025-01-04 05:00:00,231.88,2.035,0.835,50.018,393.95,0.39395
2025-01-04 06:00:00,234.16,3.219,0.86,49.965,648.14,0.64814
2025-01-04 07:00:00,227.93,3.851,0.896,50.018,786.27,0.78627
2025-01-04 08:00:00,230.9,4.413,0.89,49.967,907.35,0.90735
2025-01-04 09:00:00,234.61,3.282,0.876,50.006,674.36,0.67436
2025-01-04 10:00:00,231.16,3.107,0.859,50.047,616.75,0.61675
2025-01-04 11:00:00,230.73,3.053,0.839,50.014,590.75,0.59075
2025-01-04 12:00:00,229.08,3.006,0.865,49.987,595.3,0.5953
2025-01-04 13:00:00,232.69,3.539,0.862,50.019,710.3,0.7103
2025-01-04 14:00:00,229.84,2.98,0.853,49.951,584.57,0.58457
2025-01-04 15:00:00,230.99,3.074,0.848,49.971,602.17,0.60217
2025-01-04 16:00:00,228.45,3.656,0.872,49.985,727.97,0.72797
2025-01-04 17:00:00,232.78,4.332,0.899,50.028,906.23,0.90623
2025-01-04 18:00:00,230.69,5.845,0.931,50.014,1255.97,1.25597
2025-01-04 19:00:00,228.16,6.28,0.948,50.019,1358.18,1.35818
2025-01-04 20:00:00,226.5,5.942,0.94,49.999,1265.44,1.26544
2025-01-04 21:00:00,232.13,5.189,0.883,49.972,1063.47,1.06347
2025-01-04 22:00:00,230.39,3.226,0.849,50.052,631.36,0.63136
2025-01-04 23:00:00,229.83,2.287,0.824,49.976,433.21,0.43321
2025-01-05 00:00:00,229.19,1.535,0.835,50.015,293.77,0.29377
2025-01-05 01:00:00,231.3,1.411,0.819,49.996,267.29,0.26729
2025-01-05 02:00:00,229.76,1.528,0.823,50.02,288.98,0.28898
2025-01-05 03:00:00,231.48,1.22,0.82,49.979,231.64,0.23164
2025-01-05 04:00:00,233.82,1.357,0.829,50.037,263.22,0.26322
2025-01-05 05:00:00,231.06,2.363,0.829,50.048,452.69,0.45269
2025-01-05 06:00:00,231.9,2.951,0.844,50.035,577.31,0.57731
2025-01-05 07:00:00,228.72,4.404,0.887,50.006,893.39,0.89339
2025-01-05 08:00:00,230.62,3.763,0.887,49.985,769.53,0.76953
2025-01-05 09:00:00,234.18,3.507,0.869,50.099,713.82,0.71382
2025-01-05 10:00:00,230.63,2.945,0.848,49.965,576.01,0.57601
2025-01-05 11:00:00,231.88,3.068,0.836,50.031,595.04,0.59504
2025-01-05 12:00:00,227.72,3.785,0.884,50.012,761.66,0.76166
2025-01-05 13:00:00,234.11,2.756,0.846,49.998,545.7,0.5457
2025-01-05 14:00:00,230.1,3.33,0.852,50.006,652.91,0.65291
2025-01-05 15:00:00,232.98,3.156,0.843,49.982,619.96,0.61996
2025-01-05 16:00:00,230.78,3.277,0.848,50.015,641.22,0.64122
2025-01-05 17:00:00,231.79,3.627,0.861,50.011,723.63,0.72363
2025-01-05 18:00:00,230.15,5.587,0.912,50.094,1172.12,1.17212
2025-01-05 19:00:00,227.66,6.214,0.914,50.037,1292.42,1.29242
2025-01-05 20:00:00,230.13,6.374,0.935,50.018,1371.95,1.37195
2025-01-05 21:00:00,227.94,5.244,0.902,50.02,1078.77,1.07877
2025-01-05 22:00:00,231.25,4.444,0.913,50.064,938.86,0.93886
2025-01-05 23:00:00,230.85,2.614,0.832,49.966,501.83,0.50183
2025-01-06 00:00:00,231.05,3.895,0.878,49.994,790.64,0.79064
2025-01-06 01:00:00,229.56,3.959,0.879,49.933,799.23,0.79923
2025-01-06 02:00:00,232.61,1.336,0.814,50.02,253.05,0.25305
2025-01-06 03:00:00,230.51,1.426,0.827,50.03,271.99,0.27199
2025-01-06 04:00:00,232.89,1.402,0.834,49.965,272.44,0.27244
2025-01-06 05:00:00,232.17,1.863,0.836,50.05,361.75,0.36175
2025-01-06 06:00:00,230.03,3.188,0.876,49.975,642.61,0.64261
2025-01-06 07:00:00,230.93,3.271,0.84,49.988,634.4,0.6344
2025-01-06 08:00:00,230.97,3.587,0.861,50.004,713.27,0.71327
2025-01-06 09:00:00,230.11,2.92,0.872,50.056,585.76,0.58576
2025-01-06 10:00:00,231.12,2.765,0.863,49.97,551.24,0.55124
2025-01-06 11:00:00,229.86,2.403,0.851,50.01,470.09,0.47009
2025-01-06 12:00:00,235.14,3.225,0.877,50.027,664.94,0.66494
2025-01-06 13:00:00,233.13,2.995,0.838,50.02,584.93,0.58493
2025-01-06 14:00:00,232.18,2.346,0.853,50.021,464.81,0.46481
2025-01-06 15:00:00,233.75,2.382,0.857,50.027,477.27,0.47727
2025-01-06 16:00:00,227.45,3.287,0.856,49.981,639.77,0.63977
2025-01-06 17:00:00,225.58,4.153,0.909,50.059,851.67,0.85167
2025-01-06 18:00:00,227.64,6.238,0.93,49.996,1321.25,1.32125
2025-01-06 19:00:00,224.22,8.492,0.918,49.991,1748.11,1.74811
2025-01-06 20:00:00,228.19,5.939,0.926,50.047,1254.64,1.25464
2025-01-06 21:00:00,230.55,4.234,0.876,49.978,854.93,0.85493
2025-01-06 22:00:00,233.07,2.666,0.864,50.011,536.69,0.53669
2025-01-06 23:00:00,229.6,2.44,0.852,49.975,477.19,0.47719
2025-01-07 00:00:00,233.13,1.463,0.821,50.088,280.05,0.28005
2025-01-07 01:00:00,232.53,1.316,0.84,50.081,257.02,0.25702
2025-01-07 02:00:00,233.23,1.183,0.832,49.996,229.51,0.22951
2025-01-07 03:00:00,231.68,1.208,0.814,50.018,227.68,0.22768
2025-01-07 04:00:00,234.9,1.447,0.826,50.0,280.7,0.2807
2025-01-07 05:00:00,231.94,1.818,0.84,49.988,353.95,0.35395
2025-01-07 06:00:00,234.63,2.665,0.848,50.004,530.12,0.53012
2025-01-07 07:00:00,229.56,3.282,0.86,49.999,647.58,0.64758
2025-01-07 08:00:00,232.38,3.153,0.862,49.947,631.34,0.63134
2025-01-07 09:00:00,230.99,3.154,0.85,50.009,618.9,0.6189
2025-01-07 10:00:00,230.67,2.991,0.834,49.999,575.18,0.57518
2025-01-07 11:00:00,231.97,3.408,0.869,50.011,687.09,0.68709
2025-01-07 12:00:00,230.52,3.235,0.841,49.997,627.22,0.62722
2025-01-07 13:00:00,226.07,3.501,0.856,49.987,677.41,0.67741
2025-01-07 14:00:00,225.95,2.78,0.833,50.031,523.42,0.52342
2025-01-07 15:00:00,233.97,2.416,0.829,50.019,468.69,0.46869
2025-01-07 16:00:00,233.58,2.745,0.858,50.049,549.96,0.54996
2025-01-07 17:00:00,234.15,3.487,0.867,50.017,707.53,0.70753
2025-01-07 18:00:00,219.75,17.12,0.937,49.993,3526.81,3.52681
2025-01-07 19:00:00,219.76,14.404,0.927,50.022,2933.83,2.93383
2025-01-07 20:00:00,219.26,16.948,0.933,49.931,3468.58,3.46858
2025-01-07 21:00:00,224.69,10.703,0.944,50.074,2269.74,2.26974
2025-01-07 22:00:00,228.67,3.883,0.875,50.01,776.84,0.77684
2025-01-07 23:00:00,234.58,2.417,0.855,50.076,485.02,0.48502
2025-01-08 00:00:00,236.35,1.531,0.839,49.97,303.67,0.30367
2025-01-08 01:00:00,233.31,1.402,0.824,49.961,269.44,0.26944
2025-01-08 02:00:00,232.59,1.224,0.804,50.013,228.84,0.22884
2025-01-08 03:00:00,230.22,1.303,0.816,50.013,244.84,0.24484
2025-01-08 04:00:00,235.37,1.212,0.822,50.012,234.4,0.2344
2025-01-08 05:00:00,232.47,1.574,0.821,50.007,300.5,0.3005
2025-01-08 06:00:00,231.17,2.408,0.835,49.978,464.53,0.46453
2025-01-08 07:00:00,231.45,3.711,0.874,49.948,750.29,0.75029
2025-01-08 08:00:00,228.81,4.465,0.915,50.01,934.99,0.93499
2025-01-08 09:00:00,231.16,3.371,0.86,49.955,670.3,0.6703
2025-01-08 10:00:00,228.68,2.923,0.856,49.952,571.99,0.57199
2025-01-08 11:00:00,233.22,2.932,0.843,49.987,576.42,0.57642
2025-01-08 12:00:00,230.5,3.557,0.883,50.015,723.88,0.72388
2025-01-08 13:00:00,233.18,3.057,0.869,50.07,619.5,0.6195
2025-01-08 14:00:00,231.08,2.669,0.86,50.034,530.19,0.53019
2025-01-08 15:00:00,230.85,3.066,0.874,50.05,618.39,0.61839
2025-01-08 16:00:00,228.78,3.315,0.859,50.023,651.55,0.65155
2025-01-08 17:00:00,231.25,4.533,0.887,50.013,930.14,0.93014
2025-01-08 18:00:00,227.77,5.09,0.921,50.088,1067.57,1.06757
2025-01-08 19:00:00,228.47,5.139,0.91,49.954,1068.61,1.06861
2025-01-08 20:00:00,229.54,5.056,0.877,49.986,1017.52,1.01752
2025-01-08 21:00:00,229.13,5.597,0.919,49.988,1178.86,1.17886
2025-01-08 22:00:00,227.1,4.297,0.877,50.031,856.22,0.85622
2025-01-08 23:00:00,231.32,2.302,0.853,49.966,454.26,0.45426
2025-01-09 00:00:00,233.78,1.521,0.833,50.027,296.2,0.2962
2025-01-09 01:00:00,231.56,1.716,0.814,50.02,323.39,0.32339
2025-01-09 02:00:00,232.25,1.135,0.824,50.028,217.25,0.21725
2025-01-09 03:00:00,232.98,1.09,0.822,50.028,208.93,0.20893
2025-01-09 04:00:00,232.23,1.391,0.83,50.054,268.03,0.26803
2025-01-09 05:00:00,230.35,1.724,0.838,49.998,332.77,0.33277
2025-01-09 06:00:00,231.33,2.702,0.868,50.019,542.41,0.54241
2025-01-09 07:00:00,232.48,3.553,0.874,49.974,722.28,0.72228
2025-01-09 08:00:00,228.47,4.022,0.879,49.966,807.41,0.80741
2025-01-09 09:00:00,229.79,3.827,0.887,50.062,780.32,0.78032
2025-01-09 10:00:00,228.73,2.922,0.88,49.972,587.87,0.58787
2025-01-09 11:00:00,232.85,2.985,0.868,50.022,603.1,0.6031
2025-01-09 12:00:00,231.45,2.468,0.849,50.019,485.0,0.485
2025-01-09 13:00:00,229.63,3.035,0.863,50.041,601.25,0.60125
2025-01-09 14:00:00,231.7,2.557,0.852,49.942,504.53,0.50453
2025-01-09 15:00:00,229.51,2.416,0.846,50.031,468.9,0.4689
2025-01-09 16:00:00,229.47,2.777,0.876,49.998,558.25,0.55825
2025-01-09 17:00:00,227.97,3.778,0.865,49.979,744.88,0.74488
2025-01-09 18:00:00,227.04,5.562,0.925,49.991,1168.33,1.16833
2025-01-09 19:00:00,231.83,5.062,0.902,50.036,1058.02,1.05802
2025-01-09 20:00:00,216.45,20.199,0.925,50.026,4045.08,4.04508
2025-01-09 21:00:00,222.41,14.698,0.938,49.996,3066.74,3.06674
2025-01-09 22:00:00,229.39,3.402,0.86,49.96,670.91,0.67091
2025-01-09 23:00:00,232.83,2.63,0.857,49.963,524.7,0.5247
2025-01-10 00:00:00,230.36,1.728,0.833,50.026,331.6,0.3316
2025-01-10 01:00:00,232.33,1.675,0.821,49.955,319.36,0.31936
2025-01-10 02:00:00,232.65,1.252,0.838,49.996,244.12,0.24412
2025-01-10 03:00:00,236.86,1.089,0.832,50.094,214.47,0.21447
2025-01-10 04:00:00,233.69,1.234,0.839,50.016,242.1,0.2421
2025-01-10 05:00:00,231.03,1.861,0.837,50.026,360.05,0.36005
2025-01-10 06:00:00,232.57,2.799,0.854,49.963,555.66,0.55566
2025-01-10 07:00:00,234.83,3.173,0.87,49.957,648.21,0.64821
2025-01-10 08:00:00,227.51,3.966,0.871,50.028,785.64,0.78564
2025-01-10 09:00:00,229.34,3.413,0.867,49.99,678.92,0.67892
2025-01-10 10:00:00,230.01,3.918,0.875,50.041,788.44,0.78844
2025-01-10 11:00:00,230.02,3.57,0.854,50.005,700.89,0.70089
2025-01-10 12:00:00,230.72,2.842,0.856,50.124,561.22,0.56122
2025-01-10 13:00:00,228.87,3.001,0.853,49.983,585.63,0.58563
2025-01-10 14:00:00,234.2,2.377,0.843,50.014,469.43,0.46943
2025-01-10 15:00:00,228.97,2.595,0.853,49.972,506.78,0.50678
2025-01-10 16:00:00,230.63,3.198,0.876,50.04,645.72,0.64572
2025-01-10 17:00:00,231.89,4.407,0.879,50.019,898.15,0.89815
2025-01-10 18:00:00,229.71,4.701,0.89,49.97,961.27,0.96127
2025-01-10 19:00:00,227.27,5.595,0.904,49.992,1149.57,1.14957
2025-01-10 20:00:00,227.45,4.64,0.882,50.052,930.96,0.93096
2025-01-10 21:00:00,229.38,4.684,0.887,50.047,952.66,0.95266
2025-01-10 22:00:00,229.74,3.124,0.858,49.954,615.72,0.61572
2025-01-10 23:00:00,232.17,2.222,0.848,49.987,437.59,0.43759
2025-01-11 00:00:00,229.76,1.64,0.834,50.067,314.13,0.31413
2025-01-11 01:00:00,233.79,1.577,0.819,49.998,301.93,0.30193
2025-01-11 02:00:00,232.83,1.163,0.835,50.01,226.1,0.2261
2025-01-11 03:00:00,232.99,1.134,0.831,50.039,219.49,0.21949
2025-01-11 04:00:00,234.69,1.859,0.826,49.957,360.47,0.36047
2025-01-11 05:00:00,231.4,1.721,0.845,49.971,336.41,0.33641
2025-01-11 06:00:00,230.11,2.72,0.855,49.992,535.41,0.53541
2025-01-11 07:00:00,228.5,5.031,0.899,50.046,1033.25,1.03325
2025-01-11 08:00:00,232.47,0.927,0.821,50.039,176.87,0.17687
2025-01-11 09:00:00,232.98,0.489,0.809,50.029,92.18,0.09218
2025-01-11 10:00:00,231.66,0.475,0.814,49.999,89.56,0.08956
2025-01-11 11:00:00,227.31,3.327,0.866,50.043,654.46,0.65446
2025-01-11 12:00:00,229.15,4.259,0.88,49.998,858.88,0.85888
2025-01-11 13:00:00,231.8,3.11,0.839,50.024,604.53,0.60453
2025-01-11 14:00:00,231.37,3.049,0.865,50.035,609.96,0.60996
2025-01-11 15:00:00,233.05,3.339,0.861,50.063,670.44,0.67044
2025-01-11 16:00:00,234.16,3.572,0.879,50.002,735.36,0.73536
2025-01-11 17:00:00,231.62,4.064,0.886,49.991,833.96,0.83396
2025-01-11 18:00:00,231.48,5.507,0.909,50.049,1159.07,1.15907
2025-01-11 19:00:00,230.28,5.555,0.925,50.052,1183.63,1.18363
2025-01-11 20:00:00,231.47,6.106,0.93,49.984,1314.22,1.31422
2025-01-11 21:00:00,232.72,5.019,0.904,49.965,1056.28,1.05628
2025-01-11 22:00:00,232.07,3.967,0.877,50.046,807.41,0.80741
2025-01-11 23:00:00,232.87,2.433,0.864,49.946,489.73,0.48973
2025-01-12 00:00:00,231.69,1.928,0.829,49.944,370.19,0.37019
2025-01-12 01:00:00,232.08,1.794,0.83,49.994,345.65,0.34565
2025-01-12 02:00:00,231.78,1.509,0.815,50.004,285.13,0.28513
2025-01-12 03:00:00,233.55,1.405,0.834,49.963,273.68,0.27368
2025-01-12 04:00:00,231.11,1.483,0.822,50.008,281.65,0.28165
2025-01-12 05:00:00,231.63,2.038,0.834,50.009,393.56,0.39356
2025-01-12 06:00:00,227.08,2.911,0.849,49.983,561.42,0.56142
2025-01-12 07:00:00,233.25,4.183,0.885,50.071,863.0,0.863
2025-01-12 08:00:00,229.74,4.317,0.872,50.015,864.42,0.86442
2025-01-12 09:00:00,230.6,4.761,0.87,50.039,955.65,0.95565
2025-01-12 10:00:00,233.04,3.856,0.882,49.949,792.23,0.79223
2025-01-12 11:00:00,231.48,3.38,0.843,49.949,659.53,0.65953
2025-01-12 12:00:00,233.62,3.139,0.871,50.016,638.43,0.63843
2025-01-12 13:00:00,228.94,2.984,0.874,50.065,596.92,0.59692
2025-01-12 14:00:00,234.99,3.557,0.869,49.965,726.44,0.72644
2025-01-12 15:00:00,233.0,3.101,0.874,50.005,631.81,0.63181
2025-01-12 16:00:00,230.99,3.68,0.872,49.957,741.15,0.74115
2025-01-12 17:00:00,233.31,3.436,0.885,49.975,709.37,0.70937
2025-01-12 18:00:00,226.26,6.314,0.924,50.007,1319.65,1.31965
2025-01-12 19:00:00,227.23,7.097,0.916,49.983,1477.73,1.47773
2025-01-12 20:00:00,231.49,5.604,0.915,49.954,1186.46,1.18646
2025-01-12 21:00:00,226.12,4.979,0.918,49.954,1033.07,1.03307
2025-01-12 22:00:00,231.35,3.971,0.884,49.934,812.42,0.81242
2025-01-12 23:00:00,232.4,2.685,0.846,50.017,528.05,0.52805
2025-01-13 00:00:00,235.87,1.539,0.833,50.021,302.32,0.30232
2025-01-13 01:00:00,229.6,1.41,0.836,50.021,270.59,0.27059
2025-01-13 02:00:00,235.45,1.254,0.823,49.968,243.03,0.24303
2025-01-13 03:00:00,231.56,1.216,0.85,50.035,239.17,0.23917
2025-01-13 04:00:00,231.53,1.567,0.824,50.025,298.86,0.29886
2025-01-13 05:00:00,230.29,1.346,0.835,50.0,258.87,0.25887
2025-01-13 06:00:00,229.47,2.701,0.859,49.995,532.58,0.53258
2025-01-13 07:00:00,231.27,3.789,0.867,49.977,759.55,0.75955
2025-01-13 08:00:00,228.34,4.061,0.875,50.007,811.07,0.81107
2025-01-13 09:00:00,232.36,3.14,0.872,50.057,636.31,0.63631
2025-01-13 10:00:00,230.46,2.434,0.848,50.04,475.49,0.47549
2025-01-13 11:00:00,229.04,2.975,0.86,49.991,586.22,0.58622
2025-01-13 12:00:00,229.55,3.909,0.859,50.019,770.45,0.77045
2025-01-13 13:00:00,232.13,2.556,0.856,49.961,507.91,0.50791
2025-01-13 14:00:00,230.57,3.139,0.864,50.026,625.15,0.62515
2025-01-13 15:00:00,231.51,2.675,0.851,49.971,526.76,0.52676
2025-01-13 16:00:00,232.34,3.097,0.864,50.024,621.62,0.62162
2025-01-13 17:00:00,232.77,3.434,0.863,50.104,689.86,0.68986
2025-01-13 18:00:00,228.99,4.966,0.893,49.98,1015.17,1.01517
2025-01-13 19:00:00,225.93,6.911,0.938,50.102,1463.88,1.46388
2025-01-13 20:00:00,228.58,6.175,0.922,50.017,1301.16,1.30116
2025-01-13 21:00:00,229.66,5.586,0.939,49.974,1204.55,1.20455
2025-01-13 22:00:00,227.72,4.013,0.888,49.972,811.41,0.81141
2025-01-13 23:00:00,229.97,2.568,0.838,50.083,495.07,0.49507
2025-01-14 00:00:00,230.7,1.955,0.858,50.017,386.95,0.38695
2025-01-14 01:00:00,232.0,1.515,0.824,49.98,289.51,0.28951
2025-01-14 02:00:00,231.05,1.451,0.827,49.993,277.34,0.27734
2025-01-14 03:00:00,233.89,1.169,0.831,50.015,227.18,0.22718
2025-01-14 04:00:00,229.63,1.369,0.805,50.0,253.12,0.25312
2025-01-14 05:00:00,229.39,1.707,0.829,50.012,324.77,0.32477
2025-01-14 06:00:00,230.49,3.141,0.854,50.062,618.56,0.61856
2025-01-14 07:00:00,230.67,3.244,0.865,49.961,647.18,0.64718
2025-01-14 08:00:00,227.53,4.269,0.888,50.023,861.95,0.86195
2025-01-14 09:00:00,229.87,3.288,0.863,49.997,651.92,0.65192
2025-01-14 10:00:00,230.14,3.404,0.865,49.983,677.35,0.67735
2025-01-14 11:00:00,230.39,3.082,0.871,50.038,618.26,0.61826
2025-01-14 12:00:00,230.74,3.851,0.879,49.949,781.06,0.78106
2025-01-14 13:00:00,229.71,3.361,0.865,49.917,668.17,0.66817
2025-01-14 14:00:00,234.34,2.357,0.847,50.008,467.86,0.46786
2025-01-14 15:00:00,232.26,2.693,0.871,49.995,544.9,0.5449
2025-01-14 16:00:00,229.93,2.775,0.855,49.953,545.41,0.54541
2025-01-14 17:00:00,230.8,3.687,0.867,49.94,737.39,0.73739
2025-01-14 18:00:00,228.78,6.138,0.904,50.068,1270.0,1.27
2025-01-14 19:00:00,230.42,6.412,0.917,50.016,1355.36,1.35536
2025-01-14 20:00:00,228.07,5.424,0.904,50.001,1118.45,1.11845
2025-01-14 21:00:00,231.5,4.247,0.883,50.077,868.54,0.86854
2025-01-14 22:00:00,230.82,3.558,0.863,50.036,709.02,0.70902
2025-01-14 23:00:00,234.6,2.057,0.843,50.062,406.87,0.40687
2025-01-15 00:00:00,234.69,1.504,0.823,49.959,290.33,0.29033
2025-01-15 01:00:00,232.74,1.5,0.819,49.957,285.85,0.28585
2025-01-15 02:00:00,231.9,1.495,0.834,50.022,289.18,0.28918
2025-01-15 03:00:00,233.42,1.297,0.838,50.015,253.89,0.25389
2025-01-15 04:00:00,232.43,1.019,0.808,50.044,191.22,0.19122
2025-01-15 05:00:00,235.1,1.863,0.838,49.943,367.18,0.36718
2025-01-15 06:00:00,231.48,2.874,0.835,50.025,555.46,0.55546
2025-01-15 07:00:00,229.72,3.968,0.862,50.035,785.41,0.78541
2025-01-15 08:00:00,228.96,4.703,0.887,50.033,955.06,0.95506
2025-01-15 09:00:00,229.29,2.641,0.862,49.986,522.03,0.52203
2025-01-15 10:00:00,232.36,2.797,0.846,50.018,549.61,0.54961
2025-01-15 11:00:00,229.66,3.111,0.851,49.973,608.04,0.60804
2025-01-15 12:00:00,233.45,2.62,0.851,49.99,520.56,0.52056
2025-01-15 13:00:00,228.32,3.681,0.872,49.963,732.52,0.73252
2025-01-15 14:00:00,231.43,3.011,0.85,49.973,592.01,0.59201
2025-01-15 15:00:00,233.2,2.973,0.879,49.992,609.57,0.60957
2025-01-15 16:00:00,227.34,3.025,0.854,49.983,587.68,0.58768
2025-01-15 17:00:00,233.76,4.191,0.885,49.973,867.39,0.86739
2025-01-15 18:00:00,228.04,5.797,0.913,49.955,1207.31,1.20731
2025-01-15 19:00:00,228.72,6.084,0.93,50.069,1294.37,1.29437
2025-01-15 20:00:00,229.65,5.845,0.934,49.982,1254.15,1.25415
2025-01-15 21:00:00,230.86,4.807,0.915,50.012,1015.78,1.01578
2025-01-15 22:00:00,231.51,3.227,0.854,49.938,638.34,0.63834
2025-01-15 23:00:00,233.49,2.32,0.856,50.048,463.73,0.46373
2025-01-16 00:00:00,233.23,1.589,0.836,50.006,309.76,0.30976
2025-01-16 01:00:00,235.55,1.465,0.838,49.984,289.04,0.28904
2025-01-16 02:00:00,233.33,1.475,0.827,49.985,284.56,0.28456
2025-01-16 03:00:00,236.23,1.078,0.818,50.03,208.38,0.20838
2025-01-16 04:00:00,234.16,1.274,0.834,49.897,248.63,0.24863
